"reviews
","ratings"
"Até que enfim um restaurante indiano excelente em Curitiba. Preços justos,  comida saborosíssima, naan perfeito. Desde os velhos tempos do Swadish não havia nada tão bom. Recomendo sem pestanejar. 
","5"
"Comida indiana deliciosa! Parece feita em uma casa realmente indiana! Atendimento muito cordial! Estávamos passeando com nosso cachorrinho e bateu aquela vontade! Pedimos para levar para casa, o que foi prontamente atendido! Recomendo muito o Chicken Massala e o Frango ao Iogurte e Curry!
","5"
"Restaurante indiano com comida deliciosa! Muito parecida com a que comi no ""litlle india"" em Singapura! Cardapio variado, com preço justo!! Na minha opiniao, um dos melhores indianos de curitiba!tem opcao do nivel de pimenta, para quem nao gosta de muito picante.. Gostei muito da sobremesa do bolinho de leite ninho com agua de rosas e a bebida a base de iogurte (sweet lassi). Super recomendo! O local é um tanto escondido e pequeno, mas é bem aconchegante e com otimo atendimento.
","5"
"Ótima experiência gastronômica! Cozinha genuína e muito bem executada. Bom custo beneficio! Recomendo sem dúvida! A música Bollywood poderia ser melhor selecionada por algo menos comercial!
","5"
"Autêntico restaurante nepalês, excelente atendimento! Gostamos de tudo, comida muito boa, e acima de tudo, cozinha chefiada por migrantes da região de origem, ou seja, a comida é verdadeiramente internacional, e isso se reflete nos temperos, amora e sabor da comida. Vale a pena!
","5"
"Restaurante simples mas com um excelente atendimento. 
As 4 pessoas da cozinha são nepaleses. 
Os Curry’s são fantásticos. 
Vale a pena conhecer. 
","5"
"Eu sou de São Paulo e amo comida arabe, para a minha surpresa a melhor comida arabe que eu ja comi estaria escondida em um bistrozinho em Curitiba. O serviço é acolhedor, o ambiente é tematico e a comida é de outro planeta! Virei cliente frequente! Recomendo para todos! 
","5"
"Comida árabe muito saborosa e o preço é bom. O local oferece estacionamento. O destaque, para mim, foi o atendimento dos garçons e dos proprietários do estabelecimento. 
","5"
"Este visitando e degustando algumas especiarias deste pequeno, mas muito simpático bistrô de comida árabe.
Alem da comida deliciosa, o atendimento de todos foi acima do esperado.
","5"
"Fomos almoçar na sexta feira santa e infelizmente foi uma sequência de falta de respeito com o cliente. No começo até relevamos pois que se tratava de um feriado com movimento acima do normal. Resumindo: estávamos em 2 casais e o pedido de um foi entregue e o outro casal ficou aguardando, porém a demora foi tanta que questionamos e nos informaram que ocorreu um engano, achavam que os 2 pratos já tinham sido servidos. Nos questionaram umas 3 vezes se o prato não havia sido entregue, total falta de organização. No final informei que não iria pagar a taxa de serviço e o garçom disse: ""Não acredito que vc não vai pagar"". Ao invés de reconhecer seus erros ainda quis me intimidar, reclamou em ter que fazer um novo cálculo no caixa que já estava fechando. Descaso total.
","2"
"O garçom fez a diferença,  super atencioso e se for o caso muda o prato do cardápio para atender melhor a vontade do cliente.
A comida é de qualidade e bem servida. 
Um excelente restaurante que vale a pena conhecer.
","5"
"Fui pela primeira vez ao restaurante no último final de semana e adorei.
Excelente atendimento, preço justo e produtos de qualidade. 
Retornarei mais vezes com certeza!
","4"
"Fiquei muito feliz em escolher numa noite o restaurante Rabo de Peixe, lugar aconchegante, atendimento muito bom e a comida maravilhosa, pedimos uma moqueca capixaba e porção de tilapia, uma delicia, ate nos surpreendemos porque sempre passamos por ali e tinhamos uma vista de fora, hora que entramos o garçom muito atencioso nos levou para a ala com ar condicionado e foi perfeito, SUPER RECOMENDO e o preço é justo pela porção servida que deu para 3 pessoas diga-se de passagem, voltarei com toda certeza.
","5"
"Champignon a la creme, uma delicia. O atendimento também é muito bom. É um lugar caro, porém come-se muito bem.
","5"
"Restaurante tradicional, comida excelente, ótimas sobremesas é uma boa carta de vinhos. Muito bem frequentado.
","5"
"Ambiente muito agradável e com estilo bem tradicional, talheres de prata e antiguidades da família, do proprietário, que veio da Normandia, na decoração. 
Restaurante com 65 anos.
Atendimento sublime de todos, especialmente do Silvio, que foi super atencioso e gentil, simpatia em pessoa.
Os vinhos, com preços para todos os bolsos e ótimo variedade.
As entradas divinas, sopa de cebola e champignon ao creme.
Os pratos super bem servidos e deliciosos, camarão ao champanhe especial.
Sobremesa especial de aniversário. Nota 10!!!
Voltaremos com certeza!
","5"
"O restaurante tem mais de 60 anos de existência. a localização central não é das melhores em termos de segurança e local para estacionar, porém eles têm serviço de valet, o que facilita bastante. A comida francesa é de excelente qualidade e o ambiente, formado por pequenas salas independentes é um charme.
","4"
"Comida rápida e preço justo, com poucas mesas, sem luxo, limpo e muito à vontade, você de serve das bebidas. Tem um caldo de feijão na entrada. Não tem vinho!
","3"
"Atendimento muito agradável, explicativo. Sabores variados e de excelente qualidade. Sorvete de massa muito bom em Curitiba!
","4"
"A gelateria possui uns sabores muito bons. O de Torta belga é imperdível. Vale a pena dar uma passada.
","4"
"Ambiente com atendimento rápido. Sorvete de duas bolas por R$ 15,00. Diversos sabores e qualidade superior.
","5"
"Excelente panificadora, com muitas variedades de bolos, doces e salgados, além dos pães maravilhosos, um pouco cara, mais vale a pena pela qualidade!!
","4"
"Gente a coxinha é muito recheadaaaa! A minha era quase uma pizza hahahah era de frango, bacon e requeijão! Divina! A da minha mãe era de palmito! Tudo muito gostoso! o ambiente também é despojado e agradavel!
","4"
"Fui conhecer por ter sido recomendado e valeu muito a pena. Cada item servido no buffet do café da manhã estava impecável - fresco e uma delícia.
","5"
"Estive com minha esposa, dia 04/01/2019. Demorou 45 minutos para fazer o hambúrguer, sendo que outra mesa que chegou depois de nós recebeu o lanche antes. E pra piorar, lanche estava frio. Escolhi o Chopp Artesanal, muito fraco, aguado, R$14,00 o copo de 300ml (No site da franquia, o copo de 380ml sairia por R$12,00).
Não recomendo, caro e ruim.
","2"
"Sem dúvidas é a melhor chocolateria de Curitiba, aliás do Brasil.
Lugar maravilhoso, ambiente familiar, grande diversidade de produtos e só tem produtos de qualidade elevadíddima. Um chocolate melhor que o outro.  Atendimento excelente. Vale muito a pena conhecer.
","5"
"A pastelaria é muito conhecida e tradicional na região, tem uma grande variedade de sabores, o pastel é grande e o preço é bom.
Fora que é uma delícia.
Recomendo uma visita.
","5"
"Tradicional cada de pastéis do bairro, possue um grande variedades de sabores, o tamanho é grande e bem recheado.
","5"
"Vim almoçar sozinha e fui recepcionada muito bem pela funcionária Mara, que me mostrou o funcionamento da casa. Era dia de inspiração no Oriente Médio e estava tudo delicioso. 

","5"
"O lugar é lindo, agradável. A comida e os sucos são ótimos. Bom atendimento e localização. Muitas variedades! 
","5"
"Atendimento diferenciado, humanos super gentis. Área para os pets e externa, porem muito confortável. Oferecem água fresca!!
Lugar incrível, cheio de verdes, passarinhos, mesas confortáveis, humanos carinhosos e super simpáticos, e o cheiro da comida e maravilhoso! Acompanhei minha mamãe no almoço e aproveitamos para fazer fotos.
Todos os dias eles tem pratos diferentes e tem todo um sistema incrível ECO que eles reutilizam tudo que e descartado, e alem disso tem criação de abelhas super amigas sem ferrão!
","5"
"Uma excelente opção de almoço saudável e saboroso! Localizado na movimentada Av. do Batel, é o lugar ideal para uma pausa na correria diária. Um ambiente externo arborizado e muito aconchegante, faz a pessoa se sentir à vontade. O buffet oferece pratos variados e com um especial tempero caseiro. Vale muito a pena conhecer!
","5"
"O local é simples mas muito aconchegante.  Fui muito bem atendido logo na entrada do restaurante e informado dos tipos de serviços oferecidos, self service e la carte. O meu pedido foi logo atendido e a comida estava muito saborosa e em porção de bom tamanho.  É um local que vale a pena conhecer, pelo atendimento e pela comida e um preço justo.
","5"
"Recomendo, pratos bem preparados e saborosos. Local bastante agradável que conta também com área externa. Atendimento ótimo.  Retornaremos com certeza. 
","5"
"Como sempre, ÓTIMO! Uma excelente opção pra quem mora ou está em Curitiba. Buffer com ótimas opções e saborosas. Os drinks são fantásticos.
","5"
"I have been to Quintana Restaurant in February, on Monday of Carnival. My wife and I had the full “buffet” as we call it in Brazil. It is about a complete lunch, with starters, salads, main course and desert, but with several option of each, served in a large table. The restaurant takes its name from a very famous Brazilian poet and is located in an old house, with a large backyard full of tables under trees. Besides the fantastic environment, the restaurant is committed with sustentability and all the ingredients are organic and/or provided by very near suppliers. To complete the scenario, the chief is incredible and this will end at delicious dishes. 
Everything we had was incredible, but I must mention the “bolinho de arroz”: a kind of dumpling made by rice, but fried, like the Italian arancini. To summarize: it is a complete experience, for taste and for soul.
","5"
"Domingo fomos almoçar no Quintana. Delicioso !!! Saladas da horta deles, toda a comida mais natural, sem molhos e frituras. Molhos naturais feitos pela cozinha do restaurante. Sucos naturais. Café de bule passado na mesa.  Tudo excelente !!!
O restaurante fica situado no elegante bairro Batel, no meio de um jardim. Mesas ao ar livre para o verão e dias sem chuva, cercado de vegetação. Também tem toda a parte interna, coberta. Lindo !!! Recomendamos !!!
","5"
"Simplesmente um dos melhores de Curitiba. Comida bem feita, saborosa, caprichada , para degustar !!! Nota mil !
","5"
"Local, comida e atendimento otimos! Varias opcoes para intolerâncias alimentares. Tanto a varanda da frente como o ambiente externo sao deliciosos. Vale muito a pena!
","5"
"Comida mto bem preparada, garçons atenciosos, ambiente perfeito, uma opção única e de excelente paladar em Curitiba! Além de contar com uma biblioteca!!
","5"
"O Quitanda é muito mais que um café ou restaurante, é um ambiente aconchegante e ecológico que agrada a todos que apreciam a natureza! Almocei no domingo, pelo buffet por pessoa (R$ 62). O sabor é indiscutivelmente bom, porém o valor é bem salgado! Trocadilhos a parte, o valor final (almoço+bebida+10%) da uma média de 80 reais por pessoa. Vale a pena conhecer, mas, por este valor, uma boa churrascaria ainda é a melhor opção!
","3"
"Casa muito aconchegante, recheada dos melhores aromas dos pratos, livros, natureza e cordialidade. Fomos muito bem recepcionados e atendidos pela Maître Cláudia, que atenciosamente nos apresentou a casa e nos deu dicas dos pratos da casa. Escolhemos Filé Argentino com Risoto de Açafrão e de sobremesa um Brownie com Sorvete de Creme, no qual os dois estavam simplesmente incríveis. Logo após, Cláudia fez questão de nos mostrar também toda a estrutura ecológica e também conversamos sobre a visão e foco da casa. 
Ficamos fascinados no final das contas. Podemos dizer que achamos um restaurante para ""chamarmos de nosso"", e sempre ir quando voltarmos em Curitiba. 
Todo o sucesso para Chef Gabriela, a Maître Claudia e toda a equipe do Quintana. 

","5"
"O que falar deste restaurante? É simplesmente perfeito, há diversas opções de salada, vegans e vegetarianos não passam vontade! Todos os dias é uma comida maravilhosa, há para todos os gostos, o atendimento é muuuuito bom, são super atenciosos, sem falar nos alimentos orgânicos e muito bem preparados! Chef Gabriela sabe o que faz, e faz com amor. 
","5"
"Restaurante por kilo com um bosque super aconchegante. O local visa uma comida natural porém super bem preparada/ temperada.
","5"
"Ambiente agradável e uma bela decoração com mesas internas ou no jardim. O Quintana é um restaurante por quilo com comida orgânica. Achei que há poucas opções no buffet e a comida não é apetitosa, as sobremesas são ruins. Em minha opinião o preço do quilo é muito caro para o que oferece, além disso o estacionamento é pago. Acho que não vale a pena! O atendimento é bom!
","3"
"Estou impressionada com o lugar, os sabores, o atendimento. Não sou vegan, nem vegetariana e mesmo assim fui MUITO bem servida! Realmente o que eu e minha mãe passamos aqui foi uma EXPERIÊNCIA gastronômica!! AMAMOS e recomendo a todos!! Obs. A garçonete Mara foi maravilhosa, simpática e prestativa - nos atendeu super bem!!! Voltaremos sempre 
","5"
"Espaço lindo, com área externa arborizada e muito agradável. Atendimento gentil, ótima comida e um projeto lindo se sustentabilidade e incentivo à cultura local. Para mim só não entrego nota 10 porque alguns pratos do buffet deixaram a desejar, o que não me impede de voltar! Se optar por suco peça o tangerina, é divino! Vá co. Tempo e opte pela área externa ;) 
","4"
"The place is beautiful and the waiters are very kind. Your pet is welcome and the food is also very tasty. Overall the prices are good, but at sunday's they offer a quite expensive brunch (for brazilian standards).
","5"
"A gastronomia de qualidade e saudável, respeitando o meio ambiente é o que se encontra nesse espetacular restaurante.
Recomendadíssimo!
","5"
"Had lunch here in January, able to sit outside and enjoyed the buffet which changes daily. English menu is done via QR code. ~Buffet was nice and had plenty of choice.
","4"
"Sou vegetariana e super cuidadosa com alimentação de modo que sempre que ouvi falar do Quintana, com um lugar de comida saudável e saborosa, tentava criar uma oportunidade de ir lá. Então quando foi marcado um almoço de trabalho por lá achei ótimo! 
No dia, confesso que fiquei um pouco decepcionada com a entrada e ambiente: é um tanto quanto confuso. Embora seja meio ""cool"", tem muita informação, é meio apertado, o buffet fica logo na porta, a área para comer para dentro da casa e área externa, enfim, não foi a melhor boa impressão.
Mas passada essa impressão inicial, o resto me conquistou para merer meu excelente: atendimento muito solícito e simpático; comida realmente é maravilhosa: saudável e saborosa; e embora o ambiente seja meio confuso, as mesas (ao menos da área que ficamos: de vidro, que fica virada para a Av.Batel) são suficientemente espaçadas para se poder ter uma conversa sem intervenções das demais. Enfim, a experiência como um todo foi execelete.
","5"
"Fui com amiga almoçar... comida por kg... com muita diversidade e sabor ... até sashimi de salmão tinha... tem como cortesia missoshiro (sopa japa) maravilhosa... lugar lindo e com cha verde e café na saída... super recomendo... estacionamento amplo
","5"
"Facilidade de chegar e estacionar seu carro.Garçons atenciosos ambiente acolhedor e a comida saborosa
 

","4"
"Fomos em março/19, sábado a noite em 6 pessoas para o rodízio. Atendimemto foi bom, porém 2 pedidos não vieram.
Com relação ao sashimi, estava fresco e com bom corte.
Os sushis estavam um pouco grandes, a maioria bons, com exceção do hot que estava horrível, nem empanado estava, e os com crispy também ruins, ""crispy mole"".
Trouxinha de camarão com muito cream cheese e pouco camarão, mas não é ruim não. O ceviche estava sem tempero, bem fraco, mas tem um tartar de salmão muito bom, bem temperado. A lula empanada estava boa, mas o polvo estava horrível, muito duro.o
Enfim, pela experiência no valor de R$79,90 tem outras opções iguais ou melhores, como o Kiai, pequeno na Vila Oficinas, porém de alta qualidade.
","3"
"Boa localização com estacionamento, comida boa, mas o valor bastante alto. Durante a semana na hora do almoço funciona por quilo.
","3"
"O Maru deixa muitos restaurantes de comida japonesa renomados em Curitiba no chinelo. As opções do cardápio do rodízio são muitas e uma mais deliciosa que a outra. A comida é muito bem preparada e o atendimento é feito de forma cordial, o que faz com que nos sintamos muito a vontade. 
O preço do rodízio está na média de outros restaurantes da cidade que fornecem o mesmo serviço, mas a qualidade dispara na frente como um dos melhores que já provei. Recomendo demais!
","5"
"Fomos na loja do Barigui, atendimento excelente, chás com sabores deliciosos.
Preços altos. Varias opções para presentear. 
","4"
"Boteco antigo e tradicional da cidade, construção linda esxterna e internamente, decoração legal, ótimas opções de pratos, ponto alto para a melhor carne de onça da cidade. Cervejas geladas e boa programação musical.
","3"
"Boteco bem decorado, com excelente cardápio e bom atendimento. Boa música ao vivo animando o momento lá vivido. Experiencia muito gratificante para quem gosta de um bom bar. 
","5"
"Feijoada maravilhosa , opção light ! Mesa de acompanhamentos sempre reposta ! 
Música ao vivo . Atendimento excelente !
","5"
"Até 2017 o restaurante servia seus pratos a preços razoáveis/justos, mas a partir de 2018 os preços subiram muito e sem nenhum motivo aparente.
","3"
"Fui apenas uma vez estava bem vazio mas fui super bem recebido. com certeza voltarei. Tomamos um vinho e comemos batatas tudo ok.
","5"
"Muito legal. Ótimo atendimento, variedade e qualidade tanto nas bebidas quanto nos pratos, preços justos e promoções
","5"
"O ambiente em si é muito gostoso, decoração bonita e o atendimento é ótimo. Boas opções de bebidas, com opção de promoção de alguns rótulos específicos. O cardápio é bem legal, usa a comida e um pingo de humor, mas achei os valores um pouco salgados....
","4"
"Local agradável, boa bebida e atendimento nota dez - o cardápio é um show à parte, rende várias risadas. O garçom entrega um papel impresso com as opções de chopp do dia (contendo informações básicas como estilo e teor alcoólico) e pode dar sugestões se assim for solicitado. Pedi batata e estava apenas ok mas existem varias opções de comida, de porções a sanduíches, passando por bruschettas. A variedade e qualidade do chopp compensam a visita, especialmente se for entre as 18h e 20:23h, horário do happy hour, quando é servida a caneca de 500ml pelo preço de 350ml, entre outras promoções.
","4"
"atendimento perfeito, sempre atenciosos. 
torneiras sempre atualizadas e diferentes
comida ótima: Beico Burguer e fish and chips
","5"
"Lugar agradável. Não é sofisticado. Servido num lugar americano os pratos. 
O atendimento é bem bom a comida foi maravilhosa com boa carta de vinhos. Gostamos bastante. Comemos o polvo e estava bem bom mesmo. O frizzante na temperatura e comidas ideais. Na sainda fomos a lojinha e compramos brigadeiro trufado e biscoitos. Bem bons mesmo. 
","4"
"Estivemos meu marido e eu na quarta-feira dia 23/04. O restaurante estava quase vazio, oito ou dez mesas ocupadas. O atendimento é muito bom, os garçons são atenciosos e explicam bem o cardápio. Se  você não gosta muito de trufas, não vá, porque só vale a pena para quem aprecia a iguaria. Eu não comi a trufa laminada, não é época, até onde eu sei, e nem me ofereceram.
Comemos brie de entrada, pato e escalope com risoto, este último muito saboroso mesmo! 
Usei voucher do Mastercard surpreenda e deu tudo certo.
","4"
"Ambiente muito agradável, excelente atendimento, comida muito bem preparada, excelente apresentação.
","4"
"Estive recentemente na tartuferia, o ambiente é uma delicia, super aconchegante, porém o atendimento deixa a desejar, ficamos sentados por mais de 30 min sem receber atendimento de bebidas, após vir a comida, que conseguimos pedir uma bebida, já tinha passado tanto tempo que pedimos água mesmo,havia passado até a vontade de beber um vinho, fomos para o festival bom gourmet, e pedimos um menu que incluía, entrada, prato principal e sobremesa, todos com azeite trufado, eu sinceramente não gostei do gosto forte que elas tem, mais acredito que isso seja muito de paladar, meu namorado adorou e se sentiu satisfeito, vale a pena experimentar para ver se gosta.
","3"
"Sensacional !!! Atendimento maravilhoso lugar aconchegante, um dos melhores restaurantes de Curitiba !!! Super recomendo
","5"
"Fomos pela segunda vez ao restaurante e desta vez motivados por ser pet friendly. 
Reservamos uma mesa no deck onde são permitidos cachorros. 
O atendimento foi muito bom, super acolhedor ao cachorrinho (ofereceram água e petisco).
Mas infelizmente a comida deixou a desejar. 
Pela 2a vez não havia trufas para os pratos, em um restaurante que entendi que esta é a especialidade.
Optei por um macarrão com frutos do mar, em que a apresentação estava belíssima, mas estava completamente sem tempero (sem sal).
Minha esposa optou pelos pratos do Bom Gourmet e se frustrou pelo tamanho dos pratos. Muito pequenos. Saiu com fome.
","3"
"Casa especializada em trufas italianas, com ambiente descontraído e aconchegante. Conta com pratos muito bem elaborados e com boa carta de vinhos. O atendimento também é um diferencial, muito bom. O preço acompanha a qualidade. Bela opção em Curitiba.
","5"
"O restaurante que você pergunta ao garçom se tem algo diferente pra aniversariante, ele fala que ganha a sobremesa e traz o cardápio para você escolher entre duas opções. Quando chega a conta, vc questiona porque a sobremesa está sendo cobrada e outro garçom te responde que não existe isso de sobremesa para aniversariante. Te fazem pagar a sobremesa que vc iria ganhar. 
","2"
"Restaurante com boa decoração, aconchegante e vários subespaços dentro dele, onde consegue ficar mais à vontade.
Pratos pedidos todos maravilhosos.
Entrada - burrata ao molho pesto e trufas; 
Pratos - risoto trufado com escalopes de filet mignon com trufas raladas encima.
O valor do prato saiu um pouco acima do esperado, pois você quem manda colocar a trufa ralada por cima e a quantidade você escolhe. Com 4 lâminas ficou espetacular, mas acrescentou 22.50 por grama.
Valeu cada centavo... experiência única para quem gosta de trufa. Recomendo
Sobremesa trufada também, é claro - panqueca de doce de leite trufada...
","5"
"Sou super fã da Tartuferia, não me canso de ir e cada vez eles me supreendem mais! Destaque ao risoto de polvo, melhor risoto de Curitiba!
","5"
"Restaurante agradável. Atendimento muito bom e comida realmente diferenciada. Interessante a proposta com descontos no happy hour. Vale muito a visita para os fãs de trufas.
","4"
"Fomos em 4 amigas fazer um lanche. Havia fila de espera mas recepção organizada, atendimento ágil e acabamos esperando por pouco tempo. Comi filar de tilapia c salada caesar e estava muito gostoso. Estacionamento é valet. Ambiente agradável. 
","4"
"Atendimento simpático na recepção, ambiente bastante agradável, o hambúrguer é bem temperado e no ponto certo, o pão parece ter saído do forno na hora, crocante por fora e macio por dentro. A maionese, tipo caseira é muito saborosa. As batatas fritas são normais, nada de especial. Os preços são bem acima da média, mas vale a pena pela qualidade.

","4"
"Simplesmente maravilhoso. Como sempre
Carne no ponto, ambiente aconchegante. 
Atendimento do garçom Diego prefeito.
","5"
"Atendimento de primeira qualidade em ambiente elegante e tranquilo. O bife de chorizo é espetacular.
","5"
"O ambiente é bonito, moderno e clean. Um pouco crowded na entrada e entre as mesas. As carnes foram pedidas ao ponto e estavam excelentes. Todos os acompanhamentos são pedidos a parte. Achei a apresentação bem mais ou menos. Batata soufflé um pouco gordurosa. O tempo todo durante a refeição garçons tirando talheres e atravessando a mesa. A farofa de banana estava boa e o arroz biru biru também. Mas nada estava excepcional! 
Ao sair, fiz uso do banheiro e não tinha papel no toalheiro! 🙄🙄🙄🙄
","3"
"A comida  estava boa apesar da linguiça ter vindo tão gordurosa que nao consegui comer. Pouco caro pra Curitiba, esperava algo melhor e não  fui surpreendido 
","4"
"Recomendação irreparável.  Carne de qualidade no ponto de sua escolha, acompanhamentos diversificados e sobremesas maravilhosas. Atendimento perfeito. Ambiente sofisticado e acolhedor. Não dispense as entradas.  Recomendo.
","4"
"O Assador sempre encontra o ponto perfeito da carne!! O atendimento é muito atencioso e a carta de vinhos está muito equilibrada, com boa oferta a preços justos
","5"
"Muito bom!!! Desde couvert ate as carnes!!! Atendimento tambem muito bom!! Vale a pena!! Chegue cedo ou reserve se for final de semana!!
","5"
"Você vai se surpreender com este lugar. O sabor e excelência da carne, permitem uma experiência gastronômica. Os acompanhamentos são muito saborosos e entre eles se destacam para mim a farofa com ovo e banana, e a batata souflé. A salada também é deliciosa. O atendimento é excelente!
","5"
"Embora o tempo de espera tenha sido muito grande, cerca de uma hora, em um sábado, a comida e o atendimento foram excelentes. O couvert de entrada já vale a pena! A carne e os acompanhamentos de farofa e arroz birô birô estavam sensacionais.
","5"
"Viajo o Brasil e o mundo por muitos anos e, sem hesitar, classifico esse restaurante como a melhor casa de steak que conheço. A excelência vai desde a qualidade da comida, inclui o ambiente e estende-se ao atendimento. Fantástico! 
","5"
"O legal é lindo, aprazível, servem pratos excelentes e o atendimento é cortes. E na Curitiba Week a 59,90 o jantar, merece nossos elogios.
","4"
"Recepção do local muito agradável, acredito ser administrada por uma família. Couvert vale o valor cobrado, pedimos entrecôte para duas pessoas muito macia e nos pontos desejados, valor 144,00 e batata souflé para acompanhar, sobremesa Petit gateau de doce de leite uma delícia. Voltaremos com certeza!!!
","5"
"Ambiente e decoração:
- musica ambiente equilibrada e em um volume baixo que dá para escutar e não atrapalha das pessoas conversarem
- Para aproveitar um bom silencio ou baixo barulho do local, chegue logo que abre porque depois que o lugar fica cheio, fica bem barulhento porque as pessoas não sabem falar em tom civilizado
Atendimento:
- garçons bem prestativos
- sempre chega alguém perguntando se está tudo em ordem
- servem para você o vinho quando sua taça já está se esvaziando
Comida:
- vale o custo benfecio. Bem saborosa, harmonizada e servida
- acompanhantemos bem fartos
- carnes altamente saborosa, no ponto certo de cocção
- linguiça quente e saborosa
- sobremesa sem graça, meio basicão
Bebida:
- carta de vinhos com boas oções, sendo as ""ótimas"" bem caras e as boas com um preço honesto para restaurante. 
- não oferem agua filtrada (tap water). No sudeste do Brasil e EUA e Europa, já é padrão nos restaurante deixar um garrada de agua filtrada na mesa.
","5"
"Excellent steakhouse brésilien. La qualité de la viande ainsi que la cuisson sont au top.
Le service est attentionné et efficace. La salle est spacieuse et très bien décorée. 
Ajoutez à cela une très bonne caipirinha et de bons desserts et vous avez tous les ingrédients pour passer une soirée agréable !!
","5"
"Corte de carne fantástico, tem um bife de tiras excelente digno da apresentação e qualidade do atendimento dos garços diferenciada, possui uma ambientação e apresentação muito sofisticada e diferenciada, o preço é justo para o que oferece. Super recomendo. 
","5"
"Se você procura qualidade e sabor , pode ir sem medo . Excelente atendimento pelo dono do restaurante que já te recebe na entrada , carne no ponto e com tempero exato. Recomendo sem ressalvas.
","5"
"Ontem fomos jantar no restaurante Badida Sete e fomos muito bem atendidos, os atendentes e o gerente super atenciosos e educados, nos serviram com muita qualidade.
Restaurante limpo e organizado e com um bom ambiente.
A comida excelente, uma das melhores carnes que já comi. Pedimos a fraldinha para dois, a carne suculenta vem bem mal passada, eu gosto, mas para quem prefere mais passada peça muito bem passada.
Pedimos uma meia porção de arroz biro biro e meia de purê de mandioca que estavam uma delicia também.
Para finalizar pedimos uma torta alemã, não foi a mais gostosa que j como mas estava muito boa, valeu a pena.
Tudo com as bebidas ficou em 209,70, achei um bom preço pela comida e serviço prestado.
","5"
"Fui muito bem atendido pelo Pedro 
Excelente profissional 
Muito atencioso e educado 
Att
Romulo dagostin
41 99666 1725
","5"
"Jantar excelente, bom preço, atendimento excelente. Em especial garçom Pedro, muito atencioso, simpático e prestativo . O restaurante está de parabéns 
","5"
"Ambiente excelente, assim como o atendimento, garçons sempre atentos às necessidades dos clientes. Carnes e acompanhamentos são ótimos. Tem estacionamento no local.
","5"
"Estive com minha esposa no almoço. Nossa primeira impressão não foi boa: o restaurante possui cheiro de açougue! Preço muito acima da qualidade das carnes. A carne que ela pediu (mignon) estava claramente com prazo vencido (cheirava muito mal). Foi substituída por outra, desta vez quase crua, sem ponto. Pensamos novamente para deixá-la ao ponto, e desta vez melhorou. Por consequência, nos deram as sobremesas por conta da casa. Saudades da Antiga Badida na avenida Batel...
","2"
"Went to have lunch with my mother who is 82 and uses a walker. The hostess was very welcoming and promptly accommodated us. Easy handicap access. 
Food was served promptly and it was delicious. Make sure to ask for the “biro biro rice”. 
They have all different kinds of meat, and it was cooked to perfection. One of the best meats I had, hands down.
And the dessert ?? 
Wow!! It is a must!!!
Profiteroles with vanilla ice cream topped with home made chocolate sauce. Scrumptious!
Will totally go back! 
If you want good food with great service and atmosphere, go to Badida. You will be happy you did. 

","5"
"Ótimo restaurante de carnes.
O couvert vale a pena. 
Tem espaços reservados para comemorações e ou reuniões de negócios.
Abre no almoço e no jantar.
","5"
"Nossa churrascaria preferida em Curitiba , desde o couvert ( imbatível ) aos pratos principais sempre excelentes. Destaques para o Entrecot e a Picanha do Badida e também a farofa de banana sensacional .
","5"
"Estive com um grupo de 40 pessoas no Badida Sete (7 de setembro) no fim de dezembro. Há uma área reserva que lhe permite usufrui de um bom serviço/atendimento. Otimas entradas e carne saborosa.
","4"
"os garçons são muito simpaticos ( pedro ),E tambem  e muito bom o suco e todas as comidas são deliciosas.
","5"
"Fomos pela 1ª vez no dia 31/12 e retornamos ontem, dia 07/01/19. O garçom Pedro lembrou da gente, de todas as minhas restrições e, assim como na 1ª vez, nos atendeu muito bem. Aliás, toda a equipe é muito solícita. O couvert é maravilhoso. Pedimos o bife Badida, que veio no ponto perfeito e muito macio. Conseguiu ser melhor do que o filé mignon que eu tinha pedido na 1ª vez. E de sobremesa pedimos o crepe de doce de leite. Maravilhoso. Valeu cada caloria! 
","5"
"Frequentamos o Badida há anos e toda que vez que vamos até lá saímos muito satisfeitos com tudo: atendimento ótimo, carta de bebidas com qualidade e variedade, carne no ponto desejado, guarnições deliciosas. Recomendo de olho fechado. 
Quem gosta de carne não vai se arrepender. 
","5"
"Pedimos um file mignon com algumas guarnições e estava tudo divino - ponto da carne, temperos, apresentação e, principalmente, os sabores - inclusive da sobremesa. O serviço também agradou, assim como o ambiente.
","5"
"Badida é um dos melhores restaurantes de Curitiba, não só pela comida, mas também pelo atendimento excepcional. Quem se destacou nessa experiência foi o garçom Pedro, muito diligente e atencioso! 
","5"
"Ambiente acolhedor, música suave, uma massa feita em casa, um bom vinho, preço bem acessível, com estacionamento.
","4"
"Já chegamos sendo muito bem atendidos, a sugestão de prato foi perfeita e a comida é indescritível, ambiente muito aconchegante vale a pena conhecer.
","5"
"O restaurante tem uma decoração diferenciada, com boa variedade de pratos. Pedimos uma massa pra duas pessoas que veio boa, mas nada demais. O preço é bom. Vale a pena caso não seja tão exigente.
","3"
"Eu e meu marido estivemos no local e adoramos!!! Comida ótima e ambiente super familiar. Pedimos um capeletti ao funghi que estava delicioso e muito bem servido. Preço justo.
","5"
